F2 Anomaly at : 1448870400.0
F2 Anomaly at : 1448871000.0
F2 Anomaly at : 1448871600.0
F2 Anomaly at : 1448872200.0
F2 Anomaly at : 1448872800.0
F2 Anomaly at : 1448873400.0
F2 Anomaly at : 1448874000.0
F2 Anomaly at : 1448874600.0
F2 Anomaly at : 1448875200.0
F2 Anomaly at : 1448875800.0
F2 Anomaly at : 1448876400.0
F2 Anomaly at : 1448877000.0
F2 Anomaly at : 1448877600.0
F2 Anomaly at : 1448878200.0
F2 Anomaly at : 1448878800.0
F2 Anomaly at : 1448879400.0
F2 Anomaly at : 1448880000.0
F2 Anomaly at : 1448880600.0
F2 Anomaly at : 1448881200.0
F2 Anomaly at : 1448881800.0
F2 Anomaly at : 1448882400.0
F2 Anomaly at : 1448883000.0
F2 Anomaly at : 1448883600.0
F2 Anomaly at : 1448884200.0
F2 Anomaly at : 1448884800.0
F2 Anomaly at : 1448885400.0
F2 Anomaly at : 1448886000.0
F2 Anomaly at : 1448886600.0
F2 Anomaly at : 1448887200.0
F2 Anomaly at : 1448887800.0
F2 Anomaly at : 1448888400.0
F2 Anomaly at : 1448889000.0
F2 Anomaly at : 1448889600.0
F2 Anomaly at : 1448890200.0
F2 Anomaly at : 1448890800.0
F2 Anomaly at : 1448891400.0
F2 Anomaly at : 1448892000.0
F2 Anomaly at : 1448892600.0
F2 Anomaly at : 1448893200.0
F2 Anomaly at : 1448893800.0
F2 Anomaly at : 1448894400.0
F2 Anomaly at : 1448895000.0
F2 Anomaly at : 1448895600.0
F2 Anomaly at : 1448896200.0
F2 Anomaly at : 1448896800.0
F2 Anomaly at : 1448897400.0
F2 Anomaly at : 1448898000.0
F2 Anomaly at : 1448898600.0
F2 Anomaly at : 1448899200.0
F2 Anomaly at : 1448899800.0
F2 Anomaly at : 1448900400.0
F2 Anomaly at : 1448901000.0
F2 Anomaly at : 1448901600.0
F2 Anomaly at : 1448902200.0
F2 Anomaly at : 1448902800.0
F2 Anomaly at : 1448903400.0
F2 Anomaly at : 1448904000.0
F2 Anomaly at : 1448904600.0
F2 Anomaly at : 1448905200.0
F2 Anomaly at : 1448905800.0
F2 Anomaly at : 1448906400.0
F2 Anomaly at : 1448907000.0
F2 Anomaly at : 1448907600.0
F2 Anomaly at : 1448908200.0
F2 Anomaly at : 1448908800.0
F2 Anomaly at : 1448909400.0
F2 Anomaly at : 1448910000.0
F2 Anomaly at : 1448910600.0
F2 Anomaly at : 1448911200.0
F2 Anomaly at : 1448911800.0
F2 Anomaly at : 1448912400.0
F2 Anomaly at : 1448913000.0
F2 Anomaly at : 1448913600.0
F2 Anomaly at : 1448914200.0
F2 Anomaly at : 1448914800.0
F2 Anomaly at : 1448915400.0
F2 Anomaly at : 1448916000.0
F2 Anomaly at : 1448916600.0
F2 Anomaly at : 1448917200.0
F2 Anomaly at : 1448917800.0
F2 Anomaly at : 1448918400.0
F2 Anomaly at : 1448919000.0
F2 Anomaly at : 1448919600.0
F2 Anomaly at : 1448920200.0
F2 Anomaly at : 1448920800.0
F2 Anomaly at : 1448921400.0
F2 Anomaly at : 1448922000.0
F2 Anomaly at : 1448922600.0
F2 Anomaly at : 1448923200.0
F2 Anomaly at : 1448923800.0
F2 Anomaly at : 1448924400.0
F2 Anomaly at : 1448925000.0
F2 Anomaly at : 1448925600.0
F2 Anomaly at : 1448926200.0
